0,1,2,3,4,5,6,7,8,9,10
rolls/buns,soda,,,,,,,,,
sugar,frozen vegetables,,,,,,,,,
finished products,curd cheese,,,,,,,,,
other vegetables,baking powder,,,,,,,,,
citrus fruit,pot plants,pot plants,,,,,,,,
whipped/sour cream,flour,,,,,,,,,
rolls/buns,salty snack,bottled water,shopping bags,,,,,,,
beverages,packaged fruit/vegetables,,,,,,,,,
dish cleaner,whole milk,,,,,,,,,
yogurt,canned beer,,,,,,,,,
sausage,dog food,bottled beer,bottled water,,,,,,,
sausage,pork,,,,,,,,,
napkins,butter,,,,,,,,,
brown bread,whole milk,,,,,,,,,
specialty chocolate,root vegetables,,,,,,,,,
white wine,whole milk,misc. beverages,,,,,,,,
pip fruit,pastry,,,,,,,,,
sauces,ice cream,,,,,,,,,
canned vegetables,other vegetables,,,,,,,,,
frozen dessert,misc. beverages,,,,,,,,,
pork,rolls/buns,,,,,,,,,
pip fruit,newspapers,chocolate,,,,,,,,
tropical fruit,curd,whole milk,other vegetables,,,,,,,
liver loaf,frozen meals,yogurt,domestic eggs,flower (seeds),coffee,,,,,
beef,meat,,,,,,,,,
whole milk,butter,,,,,,,,,
beverages,chocolate marshmallow,,,,,,,,,
meat,rolls/buns,soda,,,,,,,,
tropical fruit,soda,spices,,,,,,,,
dessert,whole milk,,,,,,,,,
rolls/buns,soda,curd,dessert,,,,,,,
bottled beer,canned beer,fruit/vegetable juice,,,,,,,,
bottled water,whipped/sour cream,berries,whole milk,,,,,,,
UHT-milk,beverages,,,,,,,,,
cream cheese ,yogurt,sugar,,,,,,,,
dog food,pork,,,,,,,,,
soda,yogurt,white bread,,,,,,,,
pork,pastry,,,,,,,,,
coffee,bottled water,,,,,,,,,
whole milk,whole milk,cleaner,,,,,,,,
chewing gum,pot plants,,,,,,,,,
chewing gum,spread cheese,,,,,,,,,
citrus fruit,dessert,newspapers,,,,,,,,
pasta,hygiene articles,,,,,,,,,
other vegetables,margarine,,,,,,,,,
other vegetables,butter milk,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
misc. beverages,brown bread,,,,,,,,,
chicken,pork,frozen fish,,,,,,,,
shopping bags,whole milk,,,,,,,,,
tropical fruit,whole milk,brown bread,pastry,,,,,,,
pork,candy,yogurt,,,,,,,,
white bread,frozen vegetables,,,,,,,,,
rolls/buns,onions,,,,,,,,,
pork,beef,,,,,,,,,
chewing gum,whole milk,white bread,whole milk,dishes,,,,,,
root vegetables,yogurt,,,,,,,,,
beef,sugar,root vegetables,frozen vegetables,,,,,,,
beverages,liquor,shopping bags,,,,,,,,
butter milk,fruit/vegetable juice,,,,,,,,,
sausage,tea,,,,,,,,,
other vegetables,candy,napkins,,,,,,,,
bottled water,shopping bags,,,,,,,,,
beef,canned beer,,,,,,,,,
butter,rolls/buns,,,,,,,,,
whole milk,pickled vegetables,soda,,,,,,,,
whole milk,dog food,pastry,,,,,,,,
frankfurter,pip fruit,whipped/sour cream,,,,,,,,
frankfurter,brandy,,,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
whipped/sour cream,pastry,,,,,,,,,
whole milk,specialty chocolate,,,,,,,,,
root vegetables,female sanitary products,,,,,,,,,
bottled water,fruit/vegetable juice,,,,,,,,,
rolls/buns,margarine,domestic eggs,,,,,,,,
rolls/buns,cream cheese ,,,,,,,,,
citrus fruit,grapes,,,,,,,,,
pip fruit,frozen fish,cling film/bags,,,,,,,,
beef,other vegetables,bottled water,,,,,,,,
ice cream,onions,,,,,,,,,
dishes,yogurt,,,,,,,,,
beef,frozen meals,,,,,,,,,
meat,specialty cheese,,,,,,,,,
pork,napkins,,,,,,,,,
sugar,whole milk,pastry,salty snack,,,,,,,
semi-finished bread,salty snack,waffles,frozen dessert,,,,,,,
white wine,soda,,,,,,,,,
white wine,domestic eggs,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
canned beer,soda,,,,,,,,,
soft cheese,rice,,,,,,,,,
bottled beer,oil,,,,,,,,,
bottled water,newspapers,,,,,,,,,
tropical fruit,hygiene articles,,,,,,,,,
whole milk,margarine,,,,,,,,,
frozen dessert,cream cheese ,,,,,,,,,
pip fruit,brandy,,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
shopping bags,soda,soups,,,,,,,,
root vegetables,grapes,white bread,dishes,,,,,,,
tropical fruit,soda,,,,,,,,,
soda,curd,,,,,,,,,
pet care,whole milk,curd,frozen vegetables,,,,,,,
baking powder,hair spray,,,,,,,,,
coffee,frozen vegetables,,,,,,,,,
coffee,napkins,,,,,,,,,
citrus fruit,red/blush wine,,,,,,,,,
tropical fruit,dishes,,,,,,,,,
sausage,UHT-milk,,,,,,,,,
yogurt,tropical fruit,,,,,,,,,
yogurt,curd,,,,,,,,,
frozen vegetables,canned beer,,,,,,,,,
whipped/sour cream,beverages,,,,,,,,,
hard cheese,rolls/buns,,,,,,,,,
salty snack,other vegetables,shopping bags,,,,,,,,
whole milk,softener,sliced cheese,,,,,,,,
frankfurter,UHT-milk,,,,,,,,,
ham,specialty chocolate,soft cheese,,,,,,,,
cat food,soda,yogurt,margarine,,,,,,,
root vegetables,skin care,,,,,,,,,
pip fruit,candles,rolls/buns,,,,,,,,
whipped/sour cream,cat food,,,,,,,,,
pork,chicken,other vegetables,curd,hard cheese,,,,,,
brown bread,cat food,,,,,,,,,
other vegetables,specialty chocolate,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
curd,nuts/prunes,root vegetables,sausage,whole milk,rolls/buns,root vegetables,bottled water,hard cheese,,
pork,frozen potato products,curd cheese,,,,,,,,
salty snack,napkins,yogurt,brown bread,,,,,,,
chocolate,whole milk,hamburger meat,other vegetables,,,,,,,
butter milk,canned beer,,,,,,,,,
UHT-milk,candles,yogurt,salty snack,,,,,,,
bottled water,citrus fruit,butter,whole milk,,,,,,,
pork,white bread,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
bottled water,cling film/bags,,,,,,,,,
pip fruit,white bread,,,,,,,,,
white wine,specialty bar,,,,,,,,,
red/blush wine,canned fish,,,,,,,,,
pork,citrus fruit,chocolate marshmallow,white bread,whipped/sour cream,,,,,,
other vegetables,dishes,,,,,,,,,
oil,yogurt,,,,,,,,,
candy,other vegetables,,,,,,,,,
nut snack,butter,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
specialty cheese,sliced cheese,,,,,,,,,
newspapers,roll products ,,,,,,,,,
root vegetables,whipped/sour cream,specialty bar,,,,,,,,
whole milk,bottled beer,,,,,,,,,
curd,rolls/buns,,,,,,,,,
citrus fruit,onions,salty snack,brown bread,,,,,,,
hamburger meat,whole milk,root vegetables,hygiene articles,hygiene articles,brown bread,,,,,
bottled water,tropical fruit,,,,,,,,,
coffee,long life bakery product,,,,,,,,,
fruit/vegetable juice,rolls/buns,,,,,,,,,
sausage,yogurt,,,,,,,,,
ham,curd cheese,,,,,,,,,
curd,butter,,,,,,,,,
hamburger meat,coffee,,,,,,,,,
ham,canned beer,salty snack,,,,,,,,
frankfurter,pastry,misc. beverages,,,,,,,,
root vegetables,cream cheese ,,,,,,,,,
pastry,onions,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
butter,waffles,,,,,,,,,
sauces,frozen meals,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
frankfurter,canned beer,other vegetables,potato products,,,,,,,
rolls/buns,candy,,,,,,,,,
bottled beer,root vegetables,hygiene articles,,,,,,,,
root vegetables,frozen meals,salty snack,,,,,,,,
dessert,frozen vegetables,,,,,,,,,
sausage,liquor (appetizer),,,,,,,,,
beverages,cake bar,,,,,,,,,
soda,shopping bags,,,,,,,,,
tropical fruit,beef,cream cheese ,frozen vegetables,,,,,,,
yogurt,pet care,,,,,,,,,
whipped/sour cream,cream cheese ,,,,,,,,,
whole milk,white bread,canned beer,brown bread,fruit/vegetable juice,,,,,,
fruit/vegetable juice,packaged fruit/vegetables,,,,,,,,,
frankfurter,rubbing alcohol,sparkling wine,other vegetables,domestic eggs,white bread,yogurt,soda,,,
root vegetables,white bread,,,,,,,,,
frozen meals,napkins,,,,,,,,,
chicken,organic products,,,,,,,,,
sausage,sliced cheese,yogurt,pastry,hygiene articles,,,,,,
sausage,citrus fruit,,,,,,,,,
butter milk,other vegetables,,,,,,,,,
tropical fruit,condensed milk,citrus fruit,whipped/sour cream,,,,,,,
other vegetables,soda,,,,,,,,,
pastry,rolls/buns,sliced cheese,tropical fruit,liquor,hygiene articles,dental care,napkins,,,
fruit/vegetable juice,beverages,,,,,,,,,
ham,white wine,,,,,,,,,
sausage,yogurt,tidbits,,,,,,,,
root vegetables,other vegetables,whipped/sour cream,sweet spreads,,,,,,,
hamburger meat,other vegetables,domestic eggs,,,,,,,,
cake bar,shopping bags,,,,,,,,,
yogurt,pot plants,,,,,,,,,
brown bread,rolls/buns,,,,,,,,,
red/blush wine,shopping bags,,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
shopping bags,other vegetables,coffee,,,,,,,,
sliced cheese,bottled water,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
liver loaf,chicken,rolls/buns,spread cheese,shopping bags,,,,,,
curd,sliced cheese,frozen fish,,,,,,,,
frankfurter,ham,tropical fruit,misc. beverages,tropical fruit,photo/film,specialty chocolate,frozen fish,,,
long life bakery product,soda,soda,,,,,,,,
sausage,sausage,pip fruit,sliced cheese,root vegetables,butter milk,,,,,
cat food,newspapers,fruit/vegetable juice,,,,,,,,
onions,soda,,,,,,,,,
pip fruit,salty snack,pastry,,,,,,,,
yogurt,hamburger meat,,,,,,,,,
tropical fruit,liquor (appetizer),,,,,,,,,
whole milk,newspapers,,,,,,,,,
pip fruit,frankfurter,other vegetables,napkins,,,,,,,
whole milk,UHT-milk,canned beer,whole milk,coffee,house keeping products,other vegetables,pip fruit,,,
whole milk,whole milk,,,,,,,,,
butter,sweet spreads,sliced cheese,,,,,,,,
soda,yogurt,,,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
other vegetables,baking powder,salty snack,,,,,,,,
pip fruit,curd,,,,,,,,,
berries,soda,butter,other vegetables,white bread,cream cheese ,,,,,
liquor,whole milk,,,,,,,,,
hamburger meat,frozen vegetables,cream cheese ,,,,,,,,
grapes,zwieback,,,,,,,,,
citrus fruit,frozen meals,coffee,seasonal products,yogurt,soups,,,,,
yogurt,napkins,,,,,,,,,
whole milk,hamburger meat,beverages,bottled water,,,,,,,
citrus fruit,ham,,,,,,,,,
berries,nut snack,sliced cheese,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
chicken,yogurt,,,,,,,,,
long life bakery product,fruit/vegetable juice,,,,,,,,,
other vegetables,kitchen towels,,,,,,,,,
sliced cheese,frozen chicken,,,,,,,,,
sausage,cream cheese ,,,,,,,,,
sausage,fruit/vegetable juice,coffee,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
whole milk,grapes,bottled beer,frozen dessert,,,,,,,
chewing gum,cream cheese ,waffles,,,,,,,,
tropical fruit,popcorn,,,,,,,,,
red/blush wine,salty snack,,,,,,,,,
citrus fruit,whole milk,frozen vegetables,,,,,,,,
brown bread,hair spray,,,,,,,,,
margarine,soda,whole milk,house keeping products,cling film/bags,bottled water,chocolate,frozen vegetables,,,
pork,citrus fruit,,,,,,,,,
finished products,rolls/buns,,,,,,,,,
bottled water,whole milk,,,,,,,,,
sausage,beef,,,,,,,,,
fruit/vegetable juice,detergent,yogurt,snack products,,,,,,,
root vegetables,frankfurter,frankfurter,fruit/vegetable juice,bottled water,rolls/buns,detergent,bottled beer,male cosmetics,,
root vegetables,pip fruit,other vegetables,canned beer,,,,,,,
cling film/bags,coffee,,,,,,,,,
beef,margarine,baking powder,,,,,,,,
margarine,herbs,,,,,,,,,
detergent,liquor (appetizer),,,,,,,,,
other vegetables,soda,,,,,,,,,
meat,hygiene articles,hard cheese,cat food,,,,,,,
sausage,pot plants,,,,,,,,,
oil,coffee,,,,,,,,,
other vegetables,grapes,,,,,,,,,
beef,butter,brown bread,,,,,,,,
other vegetables,herbs,,,,,,,,,
pip fruit,UHT-milk,,,,,,,,,
whole milk,soda,root vegetables,pastry,specialty fat,bottled water,napkins,tropical fruit,,,
chocolate,bottled water,,,,,,,,,
specialty chocolate,soda,,,,,,,,,
beef,ice cream,other vegetables,,,,,,,,
napkins,napkins,,,,,,,,,
domestic eggs,domestic eggs,,,,,,,,,
finished products,newspapers,whipped/sour cream,,,,,,,,
frozen meals,canned vegetables,,,,,,,,,
berries,sliced cheese,,,,,,,,,
root vegetables,specialty bar,,,,,,,,,
pork,bottled water,,,,,,,,,
newspapers,cream,,,,,,,,,
curd,softener,,,,,,,,,
rolls/buns,pastry,,,,,,,,,
margarine,processed cheese,candles,shopping bags,,,,,,,
fruit/vegetable juice,yogurt,pastry,,,,,,,,
sausage,berries,pasta,,,,,,,,
canned beer,root vegetables,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
whole milk,yogurt,,,,,,,,,
pork,yogurt,,,,,,,,,
pasta,newspapers,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
coffee,softener,,,,,,,,,
pip fruit,canned beer,hygiene articles,coffee,,,,,,,
pip fruit,flour,,,,,,,,,
other vegetables,soda,,,,,,,,,
butter,curd,,,,,,,,,
waffles,pasta,,,,,,,,,
whole milk,whole milk,,,,,,,,,
root vegetables,fruit/vegetable juice,specialty chocolate,,,,,,,,
other vegetables,packaged fruit/vegetables,,,,,,,,,
chicken,canned beer,frozen vegetables,whipped/sour cream,,,,,,,
specialty chocolate,pork,,,,,,,,,
pastry,whole milk,,,,,,,,,
other vegetables,liquor (appetizer),,,,,,,,,
butter milk,whole milk,white bread,rolls/buns,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
whole milk,frozen dessert,,,,,,,,,
whole milk,candy,domestic eggs,white wine,,,,,,,
other vegetables,bottled beer,,,,,,,,,
cocoa drinks,bottled water,sweet spreads,,,,,,,,
specialty chocolate,soda,curd,female sanitary products,,,,,,,
root vegetables,whole milk,zwieback,,,,,,,,
soda,soda,salty snack,,,,,,,,
tropical fruit,rolls/buns,Instant food products,,,,,,,,
frankfurter,white bread,,,,,,,,,
rolls/buns,citrus fruit,snack products,,,,,,,,
long life bakery product,napkins,,,,,,,,,
domestic eggs,waffles,coffee,shopping bags,,,,,,,
sugar,waffles,soda,organic products,,,,,,,
soda,tropical fruit,other vegetables,bottled water,,,,,,,
dessert,frozen vegetables,,,,,,,,,
fruit/vegetable juice,candles,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
citrus fruit,female sanitary products,,,,,,,,,
long life bakery product,fruit/vegetable juice,,,,,,,,,
rolls/buns,misc. beverages,soda,,,,,,,,
sparkling wine,liquor,detergent,,,,,,,,
whole milk,detergent,soda,,,,,,,,
chocolate marshmallow,whipped/sour cream,,,,,,,,,
whole milk,ice cream,detergent,rolls/buns,,,,,,,
cream cheese ,chocolate,,,,,,,,,
other vegetables,candy,,,,,,,,,
root vegetables,soda,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
butter milk,rolls/buns,,,,,,,,,
root vegetables,salt,,,,,,,,,
pot plants,frozen vegetables,coffee,,,,,,,,
whole milk,root vegetables,,,,,,,,,
pork,white bread,domestic eggs,,,,,,,,
coffee,citrus fruit,other vegetables,fruit/vegetable juice,,,,,,,
soda,other vegetables,,,,,,,,,
bottled water,liquor,,,,,,,,,
fruit/vegetable juice,ice cream,,,,,,,,,
domestic eggs,bottled water,,,,,,,,,
whipped/sour cream,curd,,,,,,,,,
ice cream,white wine,soups,instant coffee,,,,,,,
specialty chocolate,baking powder,soda,,,,,,,,
pet care,napkins,,,,,,,,,
tropical fruit,other vegetables,hygiene articles,,,,,,,,
whole milk,shopping bags,,,,,,,,,
chicken,whole milk,curd,frozen meals,beverages,,,,,,
pasta,yogurt,cat food,,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
butter,root vegetables,,,,,,,,,
tropical fruit,domestic eggs,,,,,,,,,
bottled beer,yogurt,pastry,butter,shopping bags,,,,,,
liquor,UHT-milk,,,,,,,,,
butter milk,pickled vegetables,hygiene articles,,,,,,,,
cream cheese ,margarine,,,,,,,,,
canned beer,bottled beer,,,,,,,,,
flour,chocolate marshmallow,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
shopping bags,cake bar,,,,,,,,,
packaged fruit/vegetables,bottled water,pork,domestic eggs,,,,,,,
frankfurter,long life bakery product,,,,,,,,,
chicken,whole milk,snack products,,,,,,,,
dessert,zwieback,,,,,,,,,
yogurt,cookware,,,,,,,,,
rolls/buns,instant coffee,UHT-milk,margarine,,,,,,,
yogurt,rolls/buns,,,,,,,,,
pip fruit,onions,,,,,,,,,
liver loaf,fruit/vegetable juice,,,,,,,,,
other vegetables,soda,,,,,,,,,
butter,citrus fruit,brown bread,pork,shopping bags,hygiene articles,dessert,whole milk,,,
grapes,whipped/sour cream,,,,,,,,,
meat,butter milk,,,,,,,,,
bottled water,tropical fruit,,,,,,,,,
misc. beverages,newspapers,,,,,,,,,
whole milk,long life bakery product,margarine,,,,,,,,
yogurt,dog food,semi-finished bread,napkins,,,,,,,
packaged fruit/vegetables,other vegetables,,,,,,,,,
beverages,bottled water,,,,,,,,,
whipped/sour cream,instant coffee,,,,,,,,,
domestic eggs,yogurt,,,,,,,,,
other vegetables,margarine,other vegetables,,,,,,,,
pastry,white bread,,,,,,,,,
pasta,hamburger meat,dessert,bottled water,,,,,,,
citrus fruit,coffee,,,,,,,,,
bottled water,domestic eggs,,,,,,,,,
bottled beer,ham,other vegetables,pork,whole milk,oil,brown bread,,,,
misc. beverages,napkins,,,,,,,,,
bottled beer,shopping bags,soda,,,,,,,,
canned beer,cake bar,newspapers,pastry,baking powder,yogurt,,,,,
bottled water,butter,waffles,,,,,,,,
frozen vegetables,brown bread,,,,,,,,,
sausage,bottled water,,,,,,,,,
sausage,bottled water,brown bread,,,,,,,,
dish cleaner,shopping bags,,,,,,,,,
canned beer,tropical fruit,newspapers,,,,,,,,
berries,cream cheese ,other vegetables,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
citrus fruit,curd,napkins,,,,,,,,
canned beer,yogurt,salty snack,,,,,,,,
yogurt,bathroom cleaner,,,,,,,,,
brown bread,margarine,chocolate,fruit/vegetable juice,,,,,,,
soda,red/blush wine,,,,,,,,,
citrus fruit,hard cheese,,,,,,,,,
sugar,fruit/vegetable juice,,,,,,,,,
chicken,frozen meals,,,,,,,,,
tropical fruit,pip fruit,,,,,,,,,
chocolate,whole milk,,,,,,,,,
dessert,other vegetables,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
butter,cat food,roll products ,,,,,,,,
beef,margarine,,,,,,,,,
photo/film,whipped/sour cream,,,,,,,,,
whole milk,white bread,,,,,,,,,
bottled beer,tropical fruit,domestic eggs,baking powder,,,,,,,
citrus fruit,flower (seeds),,,,,,,,,
tropical fruit,dessert,,,,,,,,,
whole milk,whole milk,cat food,canned beer,,,,,,,
salty snack,rolls/buns,,,,,,,,,
ice cream,napkins,,,,,,,,,
fruit/vegetable juice,soda,,,,,,,,,
hygiene articles,canned fish,,,,,,,,,
soda,cream cheese ,,,,,,,,,
root vegetables,processed cheese,,,,,,,,,
canned beer,citrus fruit,,,,,,,,,
coffee,detergent,rolls/buns,pasta,,,,,,,
whole milk,soda,,,,,,,,,
chicken,hygiene articles,,,,,,,,,
beverages,shopping bags,,,,,,,,,
frankfurter,soda,whipped/sour cream,,,,,,,,
soda,flour,cocoa drinks,,,,,,,,
frankfurter,brown bread,,,,,,,,,
canned beer,rolls/buns,baking powder,,,,,,,,
hard cheese,salty snack,,,,,,,,,
frankfurter,newspapers,,,,,,,,,
other vegetables,coffee,,,,,,,,,
berries,margarine,,,,,,,,,
sausage,other vegetables,waffles,,,,,,,,
whole milk,ice cream,soda,yogurt,spices,,,,,,
potato products,specialty bar,,,,,,,,,
dessert,yogurt,,,,,,,,,
whole milk,beef,citrus fruit,newspapers,bottled water,,,,,,
rolls/buns,butter milk,,,,,,,,,
tropical fruit,pastry,,,,,,,,,
whole milk,ham,other vegetables,rum,canned beer,,,,,,
cake bar,butter,,,,,,,,,
root vegetables,liver loaf,white bread,domestic eggs,cream cheese ,,,,,,
cream cheese ,frankfurter,root vegetables,yogurt,,,,,,,
curd,soda,sugar,specialty chocolate,artif. sweetener,,,,,,
whole milk,hygiene articles,,,,,,,,,
fish,pickled vegetables,hard cheese,,,,,,,,
UHT-milk,tropical fruit,,,,,,,,,
canned beer,whole milk,pork,oil,,,,,,,
butter milk,oil,,,,,,,,,
pork,cream cheese ,yogurt,,,,,,,,
ham,sugar,,,,,,,,,
other vegetables,coffee,rolls/buns,,,,,,,,
rolls/buns,citrus fruit,pot plants,yogurt,roll products ,fruit/vegetable juice,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
sausage,canned beer,,,,,,,,,
whole milk,bottled water,,,,,,,,,
beverages,sugar,,,,,,,,,
beef,butter milk,,,,,,,,,
sausage,whole milk,,,,,,,,,
butter milk,snack products,packaged fruit/vegetables,,,,,,,,
other vegetables,soda,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
frozen vegetables,rolls/buns,,,,,,,,,
whipped/sour cream,frozen vegetables,,,,,,,,,
chocolate,tea,,,,,,,,,
ham,pastry,whole milk,specialty bar,tropical fruit,hard cheese,yogurt,candy,,,
yogurt,other vegetables,baking powder,candy,,,,,,,
yogurt,pork,UHT-milk,specialty bar,,,,,,,
tropical fruit,dishes,other vegetables,,,,,,,,
other vegetables,sugar,,,,,,,,,
frankfurter,prosecco,,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
frankfurter,canned beer,,,,,,,,,
frankfurter,hamburger meat,,,,,,,,,
rolls/buns,dessert,bottled water,chocolate,,,,,,,
onions,butter,soups,,,,,,,,
beef,long life bakery product,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
frankfurter,UHT-milk,fruit/vegetable juice,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
canned beer,salty snack,soda,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
long life bakery product,butter,,,,,,,,,
citrus fruit,domestic eggs,,,,,,,,,
canned beer,soda,newspapers,,,,,,,,
whole milk,rolls/buns,instant coffee,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
dishes,whole milk,oil,onions,,,,,,,
frankfurter,whipped/sour cream,cat food,,,,,,,,
root vegetables,curd,,,,,,,,,
tropical fruit,pastry,margarine,,,,,,,,
napkins,brown bread,,,,,,,,,
root vegetables,newspapers,,,,,,,,,
rolls/buns,soda,,,,,,,,,
other vegetables,salty snack,soda,,,,,,,,
sliced cheese,beverages,other vegetables,napkins,,,,,,,
